timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-11-29 14:21:17,Friday,shared sauna,5,20,5.55,light rain,5.81,light rain,No
2024-11-29 14:24:59,Friday,shared sauna,5,23,5.55,light rain,5.81,light rain,No
2024-11-29 14:28:42,Friday,shared sauna,5,23,5.55,light rain,5.81,light rain,No
2024-11-29 14:32:24,Friday,shared sauna,5,23,5.55,broken clouds,5.81,light rain,No
2024-11-29 14:36:06,Friday,shared sauna,5,23,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 14:39:49,Friday,shared sauna,0,0,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 14:43:31,Friday,shared sauna,7,25,5.55,light rain,5.81,light rain,No
2024-11-29 14:46:34,Friday,shared sauna,7,25,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 14:50:17,Friday,shared sauna,8,22,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 14:53:02,Friday,shared sauna,8,22,5.68,broken clouds,5.97,broken clouds,No
2024-11-29 14:56:54,Friday,shared sauna,13,19,5.68,broken clouds,5.97,broken clouds,No
2024-11-29 15:00:47,Friday,shared sauna,13,19,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 15:04:39,Friday,shared sauna,11,17,5.76,overcast clouds,6.03,overcast clouds,No
2024-11-29 15:08:32,Friday,shared sauna,11,19,5.76,overcast clouds,6.03,overcast clouds,No
2024-11-29 15:12:24,Friday,shared sauna,11,19,5.61,light rain,5.88,light rain,No
2024-11-29 15:16:16,Friday,shared sauna,12,22,5.61,light rain,5.88,light rain,No
2024-11-29 15:20:09,Friday,shared sauna,11,22,5.61,light rain,5.88,light rain,No
2024-11-29 15:24:01,Friday,shared sauna,11,22,5.55,light rain,5.81,light rain,No
2024-11-29 15:27:54,Friday,shared sauna,15,20,5.55,light rain,5.81,light rain,No
2024-11-29 15:31:46,Friday,shared sauna,15,20,5.55,light rain,5.81,light rain,No
2024-11-29 15:35:38,Friday,shared sauna,14,18,5.55,light rain,5.81,light rain,No
2024-11-29 15:39:31,Friday,shared sauna,0,0,5.55,light rain,5.81,light rain,No
2024-11-29 15:43:23,Friday,shared sauna,15,19,5.55,broken clouds,5.81,broken clouds,No
2024-11-29 15:47:15,Friday,shared sauna,16,19,5.55,light rain,5.81,broken clouds,No
2024-11-29 15:51:08,Friday,shared sauna,17,16,5.55,light rain,5.81,light rain,No
2024-11-29 15:55:00,Friday,shared sauna,17,16,5.55,light rain,5.81,light rain,No
2024-11-29 15:58:54,Friday,shared sauna,15,18,5.55,light rain,5.81,light rain,No
2024-11-29 16:02:46,Friday,shared sauna,15,18,5.55,light rain,5.81,light rain,No
2024-11-29 16:06:42,Friday,shared sauna,14,17,5.55,light rain,5.81,light rain,No
2024-11-29 16:10:34,Friday,shared sauna,0,0,4.5,light rain,4.77,light rain,No
2024-11-29 16:14:27,Friday,shared sauna,13,20,4.5,light rain,4.77,light rain,No
2024-11-29 16:18:19,Friday,shared sauna,15,24,4.5,light rain,4.77,light rain,No
2024-11-29 16:22:12,Friday,shared sauna,15,24,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:26:05,Friday,shared sauna,16,23,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:29:57,Friday,shared sauna,15,32,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:33:49,Friday,shared sauna,15,32,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:37:42,Friday,shared sauna,16,36,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:41:34,Friday,shared sauna,16,36,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:45:27,Friday,shared sauna,14,36,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:49:19,Friday,shared sauna,14,39,4.49,broken clouds,4.76,broken clouds,No
2024-11-29 16:53:12,Friday,shared sauna,14,39,4.49,light rain,4.76,light rain,No
2024-11-29 16:57:04,Friday,shared sauna,16,37,4.49,light rain,4.76,light rain,No
2024-11-29 17:00:56,Friday,shared sauna,17,39,4.49,broken clouds,4.76,light rain,No
2024-11-29 17:04:49,Friday,shared sauna,17,39,4.49,broken clouds,4.76,light rain,No
2024-11-29 17:08:41,Friday,shared sauna,21,35,5.28,overcast clouds,5.55,overcast clouds,No
2024-11-29 17:12:33,Friday,shared sauna,21,35,5.28,overcast clouds,5.55,overcast clouds,No
2024-11-29 17:16:26,Friday,shared sauna,20,33,5.28,overcast clouds,5.55,overcast clouds,No
2024-11-29 17:20:18,Friday,shared sauna,20,33,5.28,overcast clouds,5.55,overcast clouds,No
