timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-11-27 14:00:23,Wednesday,shared sauna,1,8,7.28,overcast clouds,5.94,overcast clouds,No
2024-11-27 14:04:08,Wednesday,shared sauna,1,8,7.28,overcast clouds,5.94,overcast clouds,No
2024-11-27 14:07:51,Wednesday,shared sauna,5,11,7.28,overcast clouds,5.94,overcast clouds,No
2024-11-27 14:11:33,Wednesday,shared sauna,5,11,7.28,overcast clouds,5.91,overcast clouds,No
2024-11-27 14:15:15,Wednesday,shared sauna,6,16,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:18:57,Wednesday,shared sauna,6,16,5.63,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:22:40,Wednesday,shared sauna,6,24,5.63,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:26:22,Wednesday,shared sauna,6,24,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:30:05,Wednesday,shared sauna,6,30,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:33:47,Wednesday,shared sauna,6,31,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:37:30,Wednesday,shared sauna,6,31,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:41:12,Wednesday,shared sauna,8,33,5.45,overcast clouds,5.7,overcast clouds,No
2024-11-27 14:44:54,Wednesday,shared sauna,8,33,5.45,overcast clouds,5.68,overcast clouds,No
2024-11-27 14:48:37,Wednesday,shared sauna,10,31,5.42,overcast clouds,5.68,overcast clouds,No
2024-11-27 14:52:19,Wednesday,shared sauna,10,31,5.42,overcast clouds,5.68,overcast clouds,No
2024-11-27 14:56:03,Wednesday,shared sauna,12,31,5.42,overcast clouds,5.68,overcast clouds,No
2024-11-27 14:59:45,Wednesday,shared sauna,11,30,5.42,overcast clouds,5.68,overcast clouds,No
2024-11-27 15:03:28,Wednesday,shared sauna,11,30,5.42,overcast clouds,5.68,overcast clouds,No
2024-11-27 15:07:10,Wednesday,shared sauna,12,31,4.86,overcast clouds,5.68,overcast clouds,No
2024-11-27 15:10:53,Wednesday,shared sauna,11,34,4.86,overcast clouds,5.12,overcast clouds,No
2024-11-27 15:14:35,Wednesday,shared sauna,11,34,4.86,overcast clouds,5.03,mist,No
2024-11-27 15:18:17,Wednesday,shared sauna,12,24,4.76,mist,5.12,overcast clouds,No
2024-11-27 15:22:00,Wednesday,shared sauna,12,24,4.76,mist,5.03,mist,No
2024-11-27 15:25:42,Wednesday,shared sauna,15,23,4.76,mist,5.03,mist,No
2024-11-27 15:29:24,Wednesday,shared sauna,15,23,4.76,mist,5.03,mist,No
2024-11-27 15:33:07,Wednesday,shared sauna,13,23,4.8,mist,5.03,mist,No
2024-11-27 15:36:49,Wednesday,shared sauna,13,23,4.8,mist,4.84,mist,No
2024-11-27 15:40:32,Wednesday,shared sauna,13,23,4.72,mist,4.84,mist,No
2024-11-27 15:44:14,Wednesday,shared sauna,13,27,4.72,mist,4.84,mist,No
2024-11-27 15:47:57,Wednesday,shared sauna,13,27,4.72,mist,4.84,mist,No
2024-11-27 15:51:39,Wednesday,shared sauna,15,28,4.64,mist,4.89,mist,No
2024-11-27 15:55:22,Wednesday,shared sauna,16,36,4.64,mist,4.89,mist,No
2024-11-27 15:59:04,Wednesday,shared sauna,16,36,4.64,mist,4.89,mist,No
2024-11-27 16:02:47,Wednesday,shared sauna,16,36,4.64,mist,5.14,overcast clouds,No
2024-11-27 16:06:29,Wednesday,shared sauna,16,36,4.67,overcast clouds,5.14,overcast clouds,No
2024-11-27 16:10:12,Wednesday,shared sauna,17,41,4.65,overcast clouds,4.9,overcast clouds,No
