timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-12-15 12:00:19,Sunday,shared sauna,4,40,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:04:02,Sunday,shared sauna,4,40,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:07:45,Sunday,shared sauna,7,40,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:11:29,Sunday,shared sauna,7,40,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:15:12,Sunday,shared sauna,8,37,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:18:55,Sunday,shared sauna,8,37,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:22:38,Sunday,shared sauna,8,35,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:26:21,Sunday,shared sauna,10,31,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:30:04,Sunday,shared sauna,10,31,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:33:47,Sunday,shared sauna,13,30,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:37:30,Sunday,shared sauna,13,30,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:41:14,Sunday,shared sauna,15,32,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:44:57,Sunday,shared sauna,14,28,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:48:39,Sunday,shared sauna,14,28,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:52:23,Sunday,shared sauna,17,30,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:56:05,Sunday,shared sauna,17,30,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 12:59:48,Sunday,shared sauna,19,34,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 13:03:31,Sunday,shared sauna,19,34,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 13:07:14,Sunday,shared sauna,21,37,4.17,overcast clouds,4.44,overcast clouds,No
2024-12-15 13:10:58,Sunday,shared sauna,16,32,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:14:41,Sunday,shared sauna,16,32,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:18:24,Sunday,shared sauna,19,42,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:22:07,Sunday,shared sauna,0,0,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:25:49,Sunday,shared sauna,18,46,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:29:32,Sunday,shared sauna,17,51,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:33:15,Sunday,shared sauna,17,51,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:36:58,Sunday,shared sauna,22,50,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:40:41,Sunday,shared sauna,22,49,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:44:24,Sunday,shared sauna,22,49,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:48:07,Sunday,shared sauna,22,49,4.72,overcast clouds,4.99,overcast clouds,No
2024-12-15 13:51:50,Sunday,shared sauna,16,48,4.72,overcast clouds,4.99,overcast clouds,No
