timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-12-11 14:42:16,Wednesday,shared sauna,8,39,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 14:46:00,Wednesday,shared sauna,8,39,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 14:49:48,Wednesday,shared sauna,8,42,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 14:53:31,Wednesday,shared sauna,8,42,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 14:57:14,Wednesday,shared sauna,0,0,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:00:57,Wednesday,shared sauna,14,40,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:04:41,Wednesday,shared sauna,14,37,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:08:24,Wednesday,shared sauna,14,37,1.72,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:12:07,Wednesday,shared sauna,13,33,1.72,overcast clouds,1.99,overcast clouds,No
2024-12-11 15:15:49,Wednesday,shared sauna,13,33,1.6,overcast clouds,1.99,overcast clouds,No
2024-12-11 15:19:32,Wednesday,shared sauna,17,25,1.6,overcast clouds,1.99,overcast clouds,No
2024-12-11 15:23:15,Wednesday,shared sauna,17,22,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:26:57,Wednesday,shared sauna,17,22,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:30:40,Wednesday,shared sauna,15,24,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:34:23,Wednesday,shared sauna,15,28,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:38:06,Wednesday,shared sauna,15,28,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:41:49,Wednesday,shared sauna,18,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:45:32,Wednesday,shared sauna,18,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:49:15,Wednesday,shared sauna,20,21,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:52:58,Wednesday,shared sauna,20,21,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 15:56:40,Wednesday,shared sauna,20,24,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:00:23,Wednesday,shared sauna,20,25,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:04:06,Wednesday,shared sauna,20,25,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:07:48,Wednesday,shared sauna,20,26,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:11:31,Wednesday,shared sauna,20,26,1.6,overcast clouds,1.99,overcast clouds,No
2024-12-11 16:15:14,Wednesday,shared sauna,20,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:18:57,Wednesday,shared sauna,20,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:22:40,Wednesday,shared sauna,20,34,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:26:23,Wednesday,shared sauna,20,34,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:30:05,Wednesday,shared sauna,20,33,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:33:48,Wednesday,shared sauna,21,25,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:37:31,Wednesday,shared sauna,18,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:41:14,Wednesday,shared sauna,18,27,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:44:56,Wednesday,shared sauna,15,28,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:48:41,Wednesday,shared sauna,11,32,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:52:24,Wednesday,shared sauna,11,32,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:56:06,Wednesday,shared sauna,12,42,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 16:59:49,Wednesday,shared sauna,12,42,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 17:03:32,Wednesday,shared sauna,12,52,1.6,overcast clouds,1.87,overcast clouds,No
2024-12-11 17:07:15,Wednesday,shared sauna,12,51,1.6,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:10:58,Wednesday,shared sauna,12,51,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:14:44,Wednesday,shared sauna,12,49,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:18:27,Wednesday,shared sauna,12,49,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:22:10,Wednesday,shared sauna,9,46,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:25:53,Wednesday,shared sauna,9,46,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:29:35,Wednesday,shared sauna,8,44,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:33:18,Wednesday,women only,12,43,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:37:01,Wednesday,women only,12,43,1.95,overcast clouds,2.22,overcast clouds,No
2024-12-11 17:40:44,Wednesday,women only,16,44,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 17:44:27,Wednesday,women only,16,44,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 17:48:10,Wednesday,women only,17,41,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 17:51:53,Wednesday,women only,18,37,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 17:55:36,Wednesday,women only,18,37,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 17:59:18,Wednesday,women only,18,33,1.39,overcast clouds,1.66,overcast clouds,No
2024-12-11 18:03:01,Wednesday,women only,0,0,1.39,overcast clouds,1.66,overcast clouds,No
