timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-12-01 12:09:06,Sunday,shared sauna,4,31,6.97,clear sky,7.6,clear sky,No
2024-12-01 12:09:08,Sunday,shared sauna,4,31,6.97,clear sky,7.6,clear sky,No
2024-12-01 12:10:02,Sunday,shared sauna,4,31,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:12:01,Sunday,shared sauna,7,28,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:12:58,Sunday,shared sauna,7,28,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:15:34,Sunday,shared sauna,7,28,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:16:50,Sunday,shared sauna,7,28,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:19:26,Sunday,shared sauna,7,27,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:20:43,Sunday,shared sauna,7,27,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:23:19,Sunday,shared sauna,7,27,4.72,clear sky,4.99,clear sky,No
2024-12-01 12:24:35,Sunday,shared sauna,7,28,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:27:11,Sunday,shared sauna,7,28,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:28:27,Sunday,shared sauna,7,28,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:31:04,Sunday,shared sauna,9,27,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:32:20,Sunday,shared sauna,9,27,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:34:56,Sunday,shared sauna,9,27,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:36:12,Sunday,shared sauna,9,26,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:38:48,Sunday,shared sauna,9,26,5.28,clear sky,5.55,clear sky,No
2024-12-01 12:40:05,Sunday,shared sauna,9,26,5.84,clear sky,5.55,clear sky,No
2024-12-01 12:42:41,Sunday,shared sauna,9,28,5.84,clear sky,5.55,clear sky,No
2024-12-01 12:43:57,Sunday,shared sauna,9,28,5.84,clear sky,5.55,clear sky,No
2024-12-01 12:46:33,Sunday,shared sauna,9,25,5.84,clear sky,6.11,clear sky,No
2024-12-01 12:47:49,Sunday,shared sauna,9,25,5.28,clear sky,6.11,clear sky,No
2024-12-01 12:50:25,Sunday,shared sauna,9,25,5.84,clear sky,6.11,clear sky,No
