timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-11-19 17:26:45,Tuesday,shared sauna,18,46,6.94,light rain,7.14,light rain,No
2024-11-19 17:30:27,Tuesday,shared sauna,18,46,6.94,light rain,7.14,light rain,No
2024-11-19 17:34:10,Tuesday,shared sauna,19,41,6.94,light rain,7.14,light rain,No
2024-11-19 17:37:52,Tuesday,shared sauna,19,41,6.94,light rain,7.14,light rain,No
2024-11-19 17:41:36,Tuesday,shared sauna,19,41,6.82,light rain,6.68,light rain,No
2024-11-19 17:45:18,Tuesday,shared sauna,20,43,6.82,light rain,6.68,light rain,No
2024-11-19 17:49:01,Tuesday,shared sauna,20,43,6.82,light rain,6.68,light rain,No
2024-11-19 17:52:43,Tuesday,shared sauna,22,51,6.82,light rain,6.68,light rain,No
2024-11-19 17:56:26,Tuesday,shared sauna,21,47,6.94,light rain,7.14,light rain,No
2024-11-19 18:00:14,Tuesday,shared sauna,21,47,6.95,light rain,7.14,light rain,No
2024-11-19 18:03:56,Tuesday,shared sauna,20,44,6.95,light rain,7.14,light rain,No
2024-11-19 18:07:39,Tuesday,shared sauna,23,42,6.95,light rain,7.17,light rain,No
2024-11-19 18:11:23,Tuesday,shared sauna,23,42,6.95,light rain,7.17,light rain,No
2024-11-19 18:15:05,Tuesday,shared sauna,24,41,6.95,light rain,7.17,light rain,No
2024-11-19 18:18:48,Tuesday,shared sauna,26,38,6.95,moderate rain,7.17,light rain,No
2024-11-19 18:22:30,Tuesday,shared sauna,26,38,6.95,moderate rain,7.17,light rain,No
2024-11-19 18:26:13,Tuesday,shared sauna,26,40,6.95,moderate rain,7.28,moderate rain,No
2024-11-19 18:29:55,Tuesday,shared sauna,20,36,7.05,light rain,7.28,light rain,No
2024-11-19 18:33:37,Tuesday,shared sauna,20,36,7.05,light rain,7.28,light rain,No
2024-11-19 18:37:20,Tuesday,shared sauna,20,40,7.05,light rain,7.28,light rain,No
2024-11-19 18:41:02,Tuesday,shared sauna,25,37,7.05,light rain,7.17,overcast clouds,No
2024-11-19 18:44:45,Tuesday,shared sauna,25,37,6.95,overcast clouds,7.17,overcast clouds,No
2024-11-19 18:48:29,Tuesday,shared sauna,27,38,6.95,overcast clouds,7.17,overcast clouds,No
2024-11-19 18:52:11,Tuesday,shared sauna,27,38,6.95,overcast clouds,7.3,overcast clouds,No
2024-11-19 18:55:54,Tuesday,shared sauna,27,38,7.08,overcast clouds,7.3,overcast clouds,No
2024-11-19 18:59:36,Tuesday,shared sauna,30,36,7.08,overcast clouds,7.3,overcast clouds,No
2024-11-19 19:03:19,Tuesday,shared sauna,33,28,7.08,overcast clouds,7.2,overcast clouds,No
2024-11-19 19:07:01,Tuesday,shared sauna,33,35,6.99,overcast clouds,7.2,overcast clouds,No
2024-11-19 19:10:44,Tuesday,shared sauna,33,35,6.99,overcast clouds,7.2,overcast clouds,No
2024-11-19 19:14:27,Tuesday,shared sauna,34,36,6.99,overcast clouds,7.2,overcast clouds,No
2024-11-19 19:18:12,Tuesday,shared sauna,34,36,6.99,overcast clouds,7.2,overcast clouds,No
2024-11-19 19:21:54,Tuesday,shared sauna,34,37,7.1,overcast clouds,7.33,overcast clouds,No
2024-11-19 19:25:37,Tuesday,shared sauna,34,37,7.1,overcast clouds,7.33,overcast clouds,No
2024-11-19 19:29:20,Tuesday,shared sauna,28,35,7.11,overcast clouds,7.33,overcast clouds,No
2024-11-19 19:33:03,Tuesday,shared sauna,28,35,7.11,overcast clouds,7.22,broken clouds,No
