timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-11-22 14:00:51,Friday,shared sauna,0,11,1.88,light rain,1.92,light rain,No
2024-11-22 14:04:33,Friday,shared sauna,2,4,1.88,light rain,1.98,light rain,No
2024-11-22 14:08:16,Friday,shared sauna,2,4,1.74,light snow,1.98,light rain,No
2024-11-22 14:11:58,Friday,shared sauna,4,12,1.74,light snow,1.98,light rain,No
2024-11-22 14:15:40,Friday,shared sauna,4,12,1.58,light snow,1.84,light snow,No
2024-11-22 14:19:23,Friday,shared sauna,7,18,1.58,light snow,1.84,light snow,No
2024-11-22 14:23:05,Friday,shared sauna,7,20,1.58,light snow,1.85,light snow,No
2024-11-22 14:26:48,Friday,shared sauna,7,20,1.58,light snow,1.85,light snow,No
2024-11-22 14:30:30,Friday,shared sauna,9,23,1.58,light snow,1.85,light snow,No
2024-11-22 14:34:12,Friday,shared sauna,9,23,1.58,light snow,1.85,light snow,No
2024-11-22 14:37:55,Friday,shared sauna,9,27,1.58,light snow,1.85,light snow,No
2024-11-22 14:41:40,Friday,shared sauna,9,28,1.58,light snow,1.85,light snow,No
2024-11-22 14:45:23,Friday,shared sauna,9,28,1.58,light snow,1.85,light snow,No
2024-11-22 14:49:05,Friday,shared sauna,11,30,1.58,light snow,1.85,light snow,No
2024-11-22 14:52:48,Friday,shared sauna,11,30,1.58,light snow,1.85,light snow,No
2024-11-22 14:56:30,Friday,shared sauna,10,28,1.58,light snow,1.85,light snow,No
2024-11-22 15:00:13,Friday,shared sauna,10,28,1.42,overcast clouds,1.69,overcast clouds,No
2024-11-22 15:03:55,Friday,shared sauna,9,24,1.42,overcast clouds,1.69,overcast clouds,No
2024-11-22 15:07:38,Friday,shared sauna,9,24,1.55,overcast clouds,1.83,overcast clouds,No
2024-11-22 15:11:20,Friday,shared sauna,9,25,1.55,overcast clouds,1.83,overcast clouds,No
2024-11-22 15:15:03,Friday,shared sauna,9,25,1.55,overcast clouds,1.83,overcast clouds,No
2024-11-22 15:18:45,Friday,shared sauna,5,24,1.52,light snow,1.81,broken clouds,No
2024-11-22 15:22:31,Friday,shared sauna,9,21,1.52,broken clouds,1.81,broken clouds,No
2024-11-22 15:26:13,Friday,shared sauna,9,21,1.52,broken clouds,1.81,broken clouds,No
