timestamp,day,session_type,persons_count_sauna,persons_count_pooltemperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-11-19 17:26:45,Tuesday,shared sauna,18,46,6.94,light rain,7.14,light rain,No
2024-11-19 17:30:27,Tuesday,shared sauna,18,46,6.94,light rain,7.14,light rain,No
