timestamp,day,session_type,persons_sauna,persons_pool,temperature_home,weather_description_home,temperature_sauna,weather_description_sauna,national_holiday
2024-12-10 14:03:37,Tuesday,shared sauna,0,15,2.38,light rain,2.64,light rain,No
2024-12-10 14:07:20,Tuesday,shared sauna,3,19,2.28,light rain,2.55,light rain,No
2024-12-10 14:11:03,Tuesday,shared sauna,5,22,2.38,light rain,2.64,light rain,No
2024-12-10 14:14:46,Tuesday,shared sauna,5,22,2.38,light rain,2.64,light rain,No
2024-12-10 14:18:28,Tuesday,shared sauna,8,23,2.38,light rain,2.64,broken clouds,No
2024-12-10 14:22:11,Tuesday,shared sauna,8,23,2.38,light rain,2.64,light rain,No
2024-12-10 14:25:54,Tuesday,shared sauna,10,16,2.38,light rain,2.64,light rain,No
2024-12-10 14:29:37,Tuesday,shared sauna,10,16,2.38,light rain,2.64,light rain,No
2024-12-10 14:33:19,Tuesday,shared sauna,10,20,2.38,light rain,2.64,light rain,No
2024-12-10 14:37:02,Tuesday,shared sauna,11,20,2.38,light rain,2.64,light rain,No
2024-12-10 14:40:45,Tuesday,shared sauna,11,20,2.38,light rain,2.64,light rain,No
2024-12-10 14:44:27,Tuesday,shared sauna,12,24,2.38,light rain,2.64,light rain,No
2024-12-10 14:48:10,Tuesday,shared sauna,13,27,2.38,light rain,2.64,light rain,No
2024-12-10 14:51:53,Tuesday,shared sauna,13,27,2.38,light rain,2.64,light rain,No
2024-12-10 14:55:36,Tuesday,shared sauna,13,28,2.38,light rain,2.64,light rain,No
2024-12-10 14:59:18,Tuesday,shared sauna,13,28,2.38,light rain,2.64,light rain,No
2024-12-10 15:03:01,Tuesday,shared sauna,13,27,2.09,light rain,2.36,light rain,No
2024-12-10 15:06:47,Tuesday,shared sauna,11,33,2.09,light rain,2.36,light rain,No
2024-12-10 15:10:29,Tuesday,shared sauna,0,0,2.09,light rain,2.36,light rain,No
2024-12-10 15:14:12,Tuesday,shared sauna,9,31,1.6,light rain,1.87,light rain,No
2024-12-10 15:17:55,Tuesday,shared sauna,10,30,1.6,light rain,1.87,light rain,No
2024-12-10 15:21:38,Tuesday,shared sauna,10,30,1.6,light rain,1.87,light rain,No
2024-12-10 15:25:21,Tuesday,shared sauna,12,21,1.6,light rain,1.87,light rain,No
2024-12-10 15:29:04,Tuesday,shared sauna,12,21,1.6,light rain,1.87,light rain,No
2024-12-10 15:32:47,Tuesday,shared sauna,11,25,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:36:30,Tuesday,shared sauna,13,26,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:40:13,Tuesday,shared sauna,13,26,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:43:55,Tuesday,shared sauna,13,20,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:47:38,Tuesday,shared sauna,15,20,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:51:21,Tuesday,shared sauna,15,20,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:55:04,Tuesday,shared sauna,17,15,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 15:58:47,Tuesday,shared sauna,20,17,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:02:30,Tuesday,shared sauna,20,17,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:06:13,Tuesday,shared sauna,21,20,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:09:56,Tuesday,shared sauna,21,20,1.72,overcast clouds,1.99,overcast clouds,No
2024-12-10 16:13:39,Tuesday,shared sauna,23,21,1.72,overcast clouds,1.99,overcast clouds,No
2024-12-10 16:17:22,Tuesday,shared sauna,23,22,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:21:05,Tuesday,shared sauna,23,22,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:24:48,Tuesday,shared sauna,25,23,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:28:30,Tuesday,shared sauna,23,40,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:32:14,Tuesday,shared sauna,0,0,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:35:56,Tuesday,shared sauna,25,44,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:39:39,Tuesday,shared sauna,24,47,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:43:22,Tuesday,shared sauna,24,47,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:47:05,Tuesday,shared sauna,22,48,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:50:48,Tuesday,shared sauna,22,48,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:54:31,Tuesday,shared sauna,22,45,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 16:58:14,Tuesday,shared sauna,22,42,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 17:01:57,Tuesday,shared sauna,22,42,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 17:05:39,Tuesday,shared sauna,22,43,1.6,broken clouds,1.87,broken clouds,No
2024-12-10 17:09:24,Tuesday,shared sauna,22,43,1.72,overcast clouds,1.99,overcast clouds,No
2024-12-10 17:13:07,Tuesday,shared sauna,23,48,1.6,scattered clouds,1.99,overcast clouds,No
2024-12-10 17:16:50,Tuesday,shared sauna,22,48,1.6,scattered clouds,1.99,overcast clouds,No
2024-12-10 17:20:32,Tuesday,shared sauna,22,48,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:24:15,Tuesday,shared sauna,22,42,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:27:58,Tuesday,shared sauna,22,42,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:31:41,Tuesday,shared sauna,21,39,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:35:23,Tuesday,shared sauna,22,36,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:39:06,Tuesday,shared sauna,24,35,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:42:49,Tuesday,shared sauna,24,35,1.6,scattered clouds,1.87,scattered clouds,No
2024-12-10 17:46:31,Tuesday,shared sauna,26,33,1.6,scattered clouds,1.87,light rain,No
2024-12-10 17:50:14,Tuesday,shared sauna,0,0,1.6,light snow,1.87,light rain,No
